"No.","Time","Source","Destination","Protocol","Length","Info"
"985","12.817842","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#9] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=467549"
"986","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=467549 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"987","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=468893 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"988","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=470237 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"989","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=471581 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"990","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=472925 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"991","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=474269 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"992","12.829870","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"993","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=476957 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"994","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=478301 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"995","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=479645 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"996","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=480989 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"997","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=482333 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"998","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=483677 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"999","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=485021 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1000","12.829870","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=486365 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1001","12.830280","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#10] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=468893"
"1002","12.830450","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#11] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=470237"
"1003","12.830535","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#12] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=471581"
"1004","12.830615","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#13] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=472925"
"1005","12.830701","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#14] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=474269"
"1006","12.830798","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#15] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=475613"
"1007","12.830886","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#16] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=476957"
"1008","12.830977","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#17] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=478301"
"1009","12.831077","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#18] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=479645"
"1010","12.831165","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#19] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=480989"
"1011","12.831252","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#20] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=482333"
"1012","12.831341","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#21] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=483677"
"1013","12.831428","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#22] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=485021"
"1014","12.831516","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#23] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=486365"
"1015","12.831629","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#24] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=487709"
"1016","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=487709 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1017","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=489053 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1018","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=490397 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1019","12.832233","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1020","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=493085 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1021","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=494429 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1022","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=495773 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1023","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=497117 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1024","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=498461 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1025","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=499805 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1026","12.832233","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=501149 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1027","12.832596","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#25] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=489053"
"1028","12.832747","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#26] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=490397"
"1029","12.832848","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#27] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=491741"
"1030","12.832939","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#28] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=493085"
"1031","12.833029","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#29] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=494429"
"1032","12.833128","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#30] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=495773"
"1033","12.833206","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#31] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=497117"
"1034","12.833295","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#32] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=498461"
"1035","12.833410","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#33] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=499805"
"1036","12.833501","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#34] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=501149"
"1037","12.833617","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#35] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=502493"
"1038","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=502493 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1039","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=503837 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1040","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=505181 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1041","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=506525 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1042","12.835032","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data, Application Data"
"1043","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=509213 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1044","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=510557 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1045","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=511901 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1046","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=513245 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1047","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=514589 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1048","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=515933 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1049","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=517277 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1050","12.835032","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=518621 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1051","12.835319","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#36] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=503837"
"1052","12.835421","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#37] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=505181"
"1053","12.835487","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#38] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=506525"
"1054","12.835550","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#39] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=507869"
"1055","12.835614","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#40] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=509213"
"1056","12.835677","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#41] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=510557"
"1057","12.835736","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#42] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=511901"
"1058","12.835799","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#43] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=513245"
"1059","12.835856","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#44] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=514589"
"1060","12.835912","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#45] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=515933"
"1061","12.835973","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#46] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=517277"
"1062","12.836030","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#47] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=518621"
"1063","12.836091","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#48] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=519965"
"1064","12.836270","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=519965 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1065","12.836270","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=521309 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1066","12.836270","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=522653 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1067","12.836270","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=523997 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1068","12.836270","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1069","12.836353","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#49] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=521309"
"1070","12.836419","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#50] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=522653"
"1071","12.836477","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#51] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=523997"
"1072","12.836541","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#52] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=525341"
"1073","12.836601","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#53] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=526685"
"1074","12.836714","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=526685 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1075","12.836714","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=528029 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1076","12.836714","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=529373 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1077","12.836786","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#54] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=528029"
"1078","12.836853","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#55] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=529373"
"1079","12.836909","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#56] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=530717"
"1080","12.836995","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=530717 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1081","12.837056","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#57] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=532061"
"1082","12.838390","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=532061 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1083","12.838488","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#58] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=533405"
"1084","12.838582","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=533405 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1085","12.838636","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#59] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=534749"
"1086","12.838719","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=534749 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1087","12.838771","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#60] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=536093"
"1088","12.838950","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=536093 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1089","12.839022","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#61] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=537437"
"1090","12.839131","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=537437 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1091","12.839195","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#62] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=538781"
"1092","12.839280","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=538781 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1093","12.839333","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#63] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=540125"
"1094","12.839413","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=540125 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1095","12.839467","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#64] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=541469"
"1096","12.839639","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1097","12.839710","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#65] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=542813"
"1098","12.839798","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=542813 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1099","12.839852","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#66] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=544157"
"1100","12.839943","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=544157 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1101","12.839997","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#67] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=545501"
"1102","12.840168","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=545501 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1103","12.840241","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#68] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=546845"
"1104","12.840332","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=546845 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1105","12.840390","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#69] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=548189"
"1106","12.840473","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=548189 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1107","12.840524","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#70] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=549533"
"1108","12.840970","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=549533 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1109","12.841043","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#71] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=550877"
"1110","12.841135","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=550877 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1111","12.841188","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#72] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=552221"
"1112","12.841292","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=552221 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1113","12.841357","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#73] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=553565"
"1114","12.841467","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=553565 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1115","12.841532","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#74] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=554909"
"1116","12.841637","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=554909 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1117","12.841713","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#75] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=556253"
"1118","12.843933","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=556253 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1119","12.843933","36.37.122.158","192.168.43.205","TLSv1.2","1398","Application Data [TCP segment of a reassembled PDU]"
"1120","12.843933","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=558941 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1121","12.843933","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=560285 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1122","12.844386","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#76] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=557597"
"1123","12.844561","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#77] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=558941"
"1124","12.844657","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#78] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=560285"
"1125","12.844742","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#79] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=561629"
"1126","12.875422","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=561629 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1127","12.875672","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#80] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=562973"
"1128","12.876261","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=562973 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1129","12.876406","192.168.43.205","36.37.122.158","TCP","66","[TCP Dup ACK 967#81] 63120  >  8082 [ACK] Seq=1597 Ack=454109 Win=529408 Len=0 SLE=455453 SRE=564317"
"1130","12.882146","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=564317 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1131","12.882146","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=565661 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1132","12.882146","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=567005 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1133","12.882146","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=568349 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
"1134","12.882146","36.37.122.158","192.168.43.205","TCP","1398","8082  >  63120 [ACK] Seq=569693 Ack=1597 Win=30464 Len=1344 [TCP segment of a reassembled PDU]"
